customer_id,contract_start_date,contract_end_date,monthly_charges,total_charges,payment_method,tenure_months,service_type,contract_type,name
10932,2020-09-29,,61.1,640.2,Electronic check,10,both,one year,Daniele Marini
10933,2023-11-15,2024-08-24,78.6,686.4,Bank transfer,9,gas,month-to-month,Davide Russo
10934,2023-01-03,,65.3,846.0,Bank transfer,13,gas,month-to-month,Antonio Fontana
10935,2022-12-01,,75.3,1097.2,Electronic check,15,electricity,one year,Davide Esposito
10936,2022-04-25,,86.5,925.6,Bank transfer,11,both,one year,Giulia Vitale
10937,2025-03-14,,110.8,3218.8,Credit card,28,gas,two year,Sara Coppola
10938,2024-05-15,,58.7,1200.6,Electronic check,20,gas,month-to-month,Sara Romano
10939,2023-02-06,,74.5,926.9,Bank transfer,12,electricity,month-to-month,Martina Romano
10940,2025-08-09,2025-11-09,76.7,220.5,Mailed check,3,gas,month-to-month,Chiara Colombo
10941,2021-05-12,,106.2,1109.9,Credit card,11,electricity,one year,Paolo De Luca
10942,2023-04-14,,60.3,1244.2,Bank transfer,21,both,month-to-month,Paolo Moretti
10943,2024-05-19,,101.2,1696.4,Bank transfer,17,both,month-to-month,Salvatore Barbieri
10944,2025-07-07,,64.4,967.8,Credit card,15,electricity,one year,Serena Moretti
10945,2022-11-21,,77.4,1694.9,Credit card,21,gas,month-to-month,Serena Bianco
10946,2024-08-31,,63.1,667.5,Credit card,11,electricity,month-to-month,Ilaria Vitale
10947,2022-09-07,,102.3,1358.7,Bank transfer,13,both,one year,Giulia Mancini
10948,2023-12-28,2024-09-09,84.2,751.6,Mailed check,9,both,month-to-month,Martina Romano
10949,2024-12-19,,65.1,888.1,Bank transfer,14,both,month-to-month,Alessia Fontana
10950,2025-05-10,,103.0,1338.0,Credit card,13,electricity,one year,Antonio Colombo
10951,2021-02-25,,69.2,213.9,Bank transfer,3,both,month-to-month,Elena Bianco
10952,2022-04-07,,85.7,1075.9,Electronic check,13,electricity,one year,Vincenzo Marini
10953,2025-07-15,,59.0,865.1,Bank transfer,15,electricity,one year,Paolo Santoro
10954,2025-04-23,,57.0,1162.4,Electronic check,20,gas,two year,Luca Rossi
10955,2021-09-29,2023-09-15,118.3,2836.7,Bank transfer,24,both,two year,Michela Colombo
10956,2021-07-23,,71.3,285.1,Bank transfer,4,electricity,month-to-month,Paolo Gallo
10957,2023-09-15,,101.5,2296.4,Electronic check,23,electricity,month-to-month,Giulia Ricci
10958,2021-04-18,,70.9,1631.2,Bank transfer,24,both,two year,Daniele Ferrari
10959,2023-05-21,,117.0,2708.7,Credit card,24,both,two year,Nicole Giordano
10960,2024-07-21,,98.8,695.1,Electronic check,7,gas,month-to-month,Matteo Esposito
10961,2022-08-21,,102.9,700.5,Mailed check,7,electricity,month-to-month,Veronica Bianchi
10962,2024-04-24,2026-02-12,53.4,1201.7,Electronic check,22,electricity,month-to-month,Francesco Bellini
10963,2021-07-12,2022-09-30,118.9,1869.5,Mailed check,15,gas,month-to-month,Silvia Conti
10964,2020-10-02,,114.8,120.1,Bank transfer,1,both,month-to-month,Vincenzo Marchetti
10965,2023-12-18,,78.4,646.6,Bank transfer,8,both,month-to-month,Giorgio Bianchi
10966,2023-12-14,2025-02-08,71.5,1047.7,Mailed check,14,gas,month-to-month,Paolo Romano
10967,2022-08-27,2024-02-21,62.8,1149.1,Mailed check,18,both,month-to-month,Fabio Colombo
10968,2021-11-17,,105.5,2870.1,Electronic check,28,electricity,two year,Chiara Fontana
10969,2022-11-24,,112.9,3205.3,Mailed check,28,electricity,two year,Camilla Esposito
10970,2024-03-02,,57.0,1264.3,Bank transfer,22,electricity,month-to-month,Stefano Romano
10971,2024-01-18,,75.6,760.2,Bank transfer,10,both,one year,Elisa Romano
10972,2022-10-01,,96.5,1139.0,Credit card,12,gas,one year,Roberto Mancini
10973,2022-06-15,2023-08-05,100.9,1362.8,Bank transfer,14,electricity,month-to-month,Veronica Marini
10974,2022-03-24,,118.5,1357.8,Credit card,11,both,one year,Camilla Fontana
10975,2024-10-10,,104.2,1797.6,Credit card,18,both,month-to-month,Sofia Marchetti
10976,2024-11-02,,103.9,1319.3,Credit card,13,gas,one year,Luigi Caruso
10977,2023-01-29,2024-02-11,63.0,783.9,Electronic check,13,electricity,one year,Paolo Gallo
10978,2022-10-05,,79.0,401.8,Electronic check,5,both,month-to-month,Andrea Basile
10979,2024-06-10,,93.6,865.2,Credit card,9,both,month-to-month,Gaia Bianco
10980,2022-10-29,,69.7,889.6,Electronic check,13,electricity,one year,Debora Coppola
10981,2024-05-14,,106.7,2390.8,Credit card,22,gas,month-to-month,Camilla Colombo
10982,2020-10-05,,101.3,1296.4,Electronic check,13,gas,one year,Martina Ferrara
10983,2024-05-01,,117.3,1779.1,Electronic check,15,gas,one year,Michela Bellini
10984,2024-09-18,2024-10-13,68.2,66.3,Bank transfer,1,both,month-to-month,Alessia Bianchi
10985,2023-09-05,,84.8,1943.0,Credit card,24,gas,month-to-month,Alessandro Fontana
10986,2021-03-06,,114.3,2171.8,Bank transfer,19,electricity,month-to-month,Giorgio Marino
10987,2024-06-06,,100.9,1384.5,Bank transfer,14,electricity,one year,Michela Lombardi
10988,2024-04-28,2024-09-02,71.2,290.0,Mailed check,4,both,month-to-month,Sofia Barbieri
10989,2021-01-08,,81.9,1174.1,Mailed check,14,electricity,one year,Michela De Luca
10990,2020-11-02,,65.2,264.2,Credit card,4,both,month-to-month,Luca Fontana
10991,2025-04-09,2026-03-04,94.3,1022.8,Mailed check,11,electricity,one year,Martina Coppola
10992,2021-09-02,,114.1,1201.4,Credit card,11,electricity,one year,Arianna Esposito
10993,2021-10-14,2023-02-19,59.7,952.9,Electronic check,16,gas,month-to-month,Giorgio Romano
10994,2022-03-30,,102.4,2444.6,Mailed check,24,electricity,month-to-month,Giorgio Fontana
10995,2023-10-12,,64.8,810.4,Electronic check,12,electricity,one year,Angelo Lombardo
10996,2022-09-15,,74.4,565.9,Credit card,8,both,month-to-month,Serena Innocenti
10997,2023-10-31,,60.1,649.6,Electronic check,11,gas,one year,Simone Benedetti
10998,2022-10-30,,81.5,1485.5,Electronic check,19,both,month-to-month,Andrea Esposito
10999,2024-07-31,,104.5,107.3,Bank transfer,1,both,month-to-month,Silvia Marchetti
11000,2021-07-22,,74.9,836.9,Electronic check,11,gas,one year,Luigi Mancini
